"","STUDY_ID_PLOT","richness_change","Jbeta","Jtu","Jne"
"97","194_27D","1","0.984375","0.984126984126984","0.000248015873015873"
"98","194_28A","38","0.766355140186916","0.63768115942029","0.128673980766626"
"99","194_28B","16","0.87719298245614","0.829268292682927","0.0479246897732135"
"100","194_2A","-37","0.919354838709677","0.8","0.119354838709677"
"101","194_2C","-16","1","1","0"
"102","194_30A","33","0.741071428571429","0.632911392405063","0.108160036166365"
"103","194_31A","-92","0.805194805194805","0.516129032258065","0.289065772936741"
"104","194_31B","-15","0.897435897435897","0.833333333333333","0.0641025641025641"
"105","194_31C","-45","1","1","0"
"106","194_31D","21","1","1","0"
"107","194_32B","82","0.827586206896552","0.603174603174603","0.224411603721949"
"108","194_33A","-59","0.951612903225806","0","0.951612903225806"
"109","194_33D","-35","1","1","0"
"110","194_34A","19","0.817073170731707","0.761904761904762","0.0551684088269454"
"111","194_34B","-23","1","1","0"
"112","194_36A","-17","0.886792452830189","0.833333333333333","0.0534591194968553"
"113","194_36C","49","0.964912280701754","0.75","0.214912280701754"
"114","194_37B","12","0.719101123595506","0.675324675324675","0.0437764482708303"
"115","194_37E","-51","0.951612903225806","0.727272727272727","0.224340175953079"
"116","194_38A","8","0.74468085106383","0.720930232558139","0.0237506185056903"
"117","194_38B","-39","0.759615384615385","0.615384615384615","0.144230769230769"
"118","194_39B","111","0.991379310344828","0.8","0.191379310344828"
"119","194_39C","2","1","1","0"
"120","194_39E","112","0.968253968253968","0.714285714285714","0.253968253968254"
"121","194_3B","50","0.866141732283465","0.779220779220779","0.0869209530626854"
"122","194_3C","-52","1","1","0"
"123","194_3E","-5","0.976190476190476","0.972972972972973","0.00321750321750322"
"124","194_3F","-24","0.96551724137931","0.8","0.16551724137931"
"125","194_3G","77","0.904761904761905","0.642857142857143","0.261904761904762"
"126","194_5B","-9","0.851851851851852","0.777777777777778","0.0740740740740741"
"127","194_5G","-28","0.782608695652174","0.634146341463415","0.148462354188759"
"128","194_5L","120","0.947368421052632","0.461538461538462","0.48582995951417"
"129","194_5P","-35","0.754901960784314","0.626865671641791","0.128036289142523"
"130","194_6A","60","0.956521739130435","0.666666666666667","0.289855072463768"
"131","194_6B","-45","1","1","0"
"132","194_6G","-32","0.705882352941177","0.444444444444444","0.261437908496732"
"133","194_7A","3","0.942857142857143","0.9375","0.00535714285714286"
"134","194_7C","10","0.974358974358974","0.96551724137931","0.00884173297966401"
"135","194_8A","0","0.927536231884058","0.927536231884058","0"
"136","194_8B","99","1","1","0"
"137","194_9C","59","0.916083916083916","0.857142857142857","0.0589410589410589"
"138","194_9D","-24","0.9375","0.75","0.1875"
"139","194_9F","-32","1","1","0"
"140","194_9G","25","1","1","0"
"141","194_9O","-65","0.682432432432432","0.433734939759036","0.248697492673396"
"142","194_XXX","3","1","1","0"
"143","195_1061","-4","0.40625","0.366666666666667","0.0395833333333333"
"144","195_1065","0","0.342857142857143","0.342857142857143","0"
"145","195_1066","-6","0.358974358974359","0.305555555555556","0.0534188034188034"
"146","195_1067","-4","0.324324324324324","0.285714285714286","0.0386100386100386"
"147","195_1070","3","0.294117647058824","0.268292682926829","0.0258249641319943"
"148","195_1077","-1","0.322033898305085","0.310344827586207","0.0116890707188779"
"149","195_1079","12","0.307692307692308","0.181818181818182","0.125874125874126"
"150","195_1080","0","0.290322580645161","0.290322580645161","0"
"151","195_1096","-10","0.321428571428571","0.173913043478261","0.147515527950311"
"152","195_1099","22","0.481481481481481","0.125","0.356481481481481"
"153","195_1100","-8","0.280701754385965","0.163265306122449","0.117436448263516"
"154","195_1105","-4","0.2","0.130434782608696","0.0695652173913043"
"155","195_1110","2","0.327272727272727","0.30188679245283","0.0253859348198971"
"156","195_1111","-11","0.314814814814815","0.13953488372093","0.175279931093885"
"157","195_1113","11","0.425925925925926","0.27906976744186","0.146856158484065"
"158","195_1114","-9","0.422222222222222","0.277777777777778","0.144444444444444"
"159","195_1116","7","0.25","0.0689655172413793","0.181034482758621"
"160","195_1117","-6","0.372093023255814","0.27027027027027","0.101822752985544"
"161","195_1126","3","0.288461538461538","0.244897959183673","0.043563579277865"
"162","195_1215","-13","0.389830508474576","0.217391304347826","0.17243920412675"
"163","195_1233","9","0.301587301587302","0.185185185185185","0.116402116402116"
"164","195_1234","-2","0.28125","0.258064516129032","0.0231854838709677"
"165","195_1237","19","0.338235294117647","0.0816326530612245","0.256602641056423"
"166","195_1245","7","0.348484848484849","0.271186440677966","0.0772984078068824"
"167","195_1246","8","0.231884057971014","0.131147540983607","0.100736516987408"
"168","195_1247","3","0.287878787878788","0.253968253968254","0.0339105339105339"
"169","195_1248","2","0.194444444444444","0.171428571428571","0.023015873015873"
"170","195_1255","16","0.419354838709677","0.217391304347826","0.201963534361851"
"171","195_1258","13","0.338709677419355","0.163265306122449","0.175444371296906"
"172","195_1298","10","0.492307692307692","0.4","0.0923076923076923"
"173","195_13","4","0.38961038961039","0.356164383561644","0.0334460060487458"
"174","195_1301","1","0.450980392156863","0.44","0.0109803921568627"
"175","195_1302","13","0.46551724137931","0.311111111111111","0.154406130268199"
"176","195_1303","13","0.625","0.444444444444444","0.180555555555556"
"177","195_1308","3","0.5","0.457142857142857","0.0428571428571429"
"178","195_1309","-9","0.520833333333333","0.41025641025641","0.110576923076923"
"179","195_1315","-6","0.5","0.411764705882353","0.0882352941176471"
"180","195_1353","12","0.3125","0.153846153846154","0.158653846153846"
"181","195_1354","3","0.409836065573771","0.379310344827586","0.0305257207461843"
"182","195_1360","-2","0.347826086956522","0.318181818181818","0.0296442687747036"
"183","195_1363","4","0.416666666666667","0.363636363636364","0.053030303030303"
"184","195_1366","0","0.432432432432432","0.432432432432432","0"
"185","195_1371","10","0.4","0.28","0.12"
"186","195_1373","6","0.307692307692308","0.23728813559322","0.0704041720990874"
"187","195_1374","1","0.403508771929825","0.392857142857143","0.0106516290726817"
"188","195_1375","2","0.4","0.372093023255814","0.027906976744186"
"189","195_1376","13","0.368421052631579","0.181818181818182","0.186602870813397"
"190","195_1377","21","0.5","0.24390243902439","0.25609756097561"
"191","195_1380","-1","0.428571428571429","0.416666666666667","0.0119047619047619"
"192","195_1381","17","0.48936170212766","0.2","0.28936170212766"
"193","195_1385","17","0.446428571428571","0.205128205128205","0.241300366300366"
"194","195_1388","13","0.397260273972603","0.266666666666667","0.130593607305936"
"195","195_1393","5","0.442307692307692","0.382978723404255","0.059328968903437"
"196","195_1394","-3","0.375","0.339622641509434","0.035377358490566"
"197","195_1395","0","0.428571428571429","0.428571428571429","0"
"198","195_1396","16","0.379310344827586","0.142857142857143","0.236453201970443"
"199","195_1397","23","0.428571428571429","0.1","0.328571428571429"
"200","195_1398","4","0.392156862745098","0.340425531914894","0.0517313308302044"
"201","195_1399","16","0.39344262295082","0.177777777777778","0.215664845173042"
"202","195_1401","17","0.4625","0.317460317460317","0.145039682539683"
"203","195_1405","12","0.303030303030303","0.148148148148148","0.154882154882155"
"204","195_1410","5","0.242857142857143","0.184615384615385","0.0582417582417582"
"205","195_1411","11","0.323943661971831","0.2","0.123943661971831"
"206","195_1412","4","0.324324324324324","0.285714285714286","0.0386100386100386"
"207","195_1414","-1","0.294871794871795","0.285714285714286","0.00915750915750916"
"208","195_1464","6","0.3","0.222222222222222","0.0777777777777778"
"209","195_1474","-6","0.481481481481481","0.416666666666667","0.0648148148148148"
"210","195_1476","12","0.375","0.230769230769231","0.144230769230769"
"211","195_1522","13","0.421875","0.274509803921569","0.147365196078431"
"212","195_1523","13","0.362068965517241","0.177777777777778","0.184291187739464"
"213","195_1526","13","0.462962962962963","0.292682926829268","0.170280036133695"
"214","195_1534","-9","0.421875","0.327272727272727","0.0946022727272727"
"215","195_1537","7","0.288135593220339","0.192307692307692","0.0958279009126467"
"216","195_1548","-1","0.362068965517241","0.350877192982456","0.0111917725347852"
"217","195_1552","-17","0.490196078431373","0.235294117647059","0.254901960784314"
"218","195_1569","-2","0.346153846153846","0.32","0.0261538461538462"
"219","195_1572","12","0.483870967741935","0.36","0.123870967741935"
"220","195_1573","22","0.417910447761194","0.133333333333333","0.284577114427861"
"221","195_1574","7","0.442622950819672","0.37037037037037","0.0722525804493018"
"222","195_1575","5","0.352112676056338","0.303030303030303","0.049082373026035"
"223","195_1576","4","0.310344827586207","0.259259259259259","0.0510855683269476"
"224","195_1585","21","0.397058823529412","0.127659574468085","0.269399249061327"
"225","195_1586","9","0.365079365079365","0.259259259259259","0.105820105820106"
"226","195_1587","-2","0.338983050847458","0.315789473684211","0.0231935771632471"
"227","195_1588","31","0.506849315068493","0.142857142857143","0.36399217221135"
"228","195_1594","-16","0.461538461538462","0.222222222222222","0.239316239316239"
"229","195_1596","8","0.390243902439024","0.242424242424242","0.147819660014782"
"230","195_16","4","0.351351351351351","0.314285714285714","0.0370656370656371"
"231","195_1625","0","0.444444444444444","0.444444444444444","0"
"232","195_1628","14","0.430769230769231","0.274509803921569","0.156259426847662"
"233","195_1643","-2","0.294117647058824","0.272727272727273","0.0213903743315508"
"234","195_1647","8","0.210526315789474","0.117647058823529","0.0928792569659443"
"235","195_1661","-3","0.241935483870968","0.203389830508475","0.0385456533624932"
"236","195_1662","5","0.242857142857143","0.184615384615385","0.0582417582417582"
"237","195_1665","-9","0.338235294117647","0.23728813559322","0.100947158524427"
"238","195_1691","9","0.428571428571429","0.3","0.128571428571429"
"239","195_17","-2","0.352941176470588","0.333333333333333","0.0196078431372549"
"240","195_1777","1","0.416666666666667","0.406779661016949","0.00988700564971751"
"241","195_1779","-12","0.394366197183099","0.271186440677966","0.123179756505132"
"242","195_1780","0","0.384615384615385","0.384615384615385","0"
"243","195_1781","5","0.396825396825397","0.344827586206897","0.0519978106185003"
"244","195_1788","1","0.436619718309859","0.428571428571429","0.00804828973843058"
"245","195_1795","11","0.36","0.25","0.11"
"246","195_18","-3","0.27536231884058","0.242424242424242","0.0329380764163373"
"247","195_1846","0","0.274509803921569","0.274509803921569","0"
"248","195_1848","18","0.387096774193548","0.136363636363636","0.250733137829912"
"249","195_1856","0","0.36","0.36","0"
"250","195_1915","4","0.292682926829268","0.256410256410256","0.0362726704190119"
"251","195_1917","-3","0.246376811594203","0.212121212121212","0.0342555994729908"
"252","195_1918","19","0.348484848484849","0.0851063829787234","0.263378465506125"
"253","195_1920","-2","0.292682926829268","0.275","0.0176829268292683"
"254","195_1923","-7","0.320512820512821","0.253521126760563","0.0669916937522571"
"255","195_1925","2","0.333333333333333","0.3125","0.0208333333333333"
"256","195_1926","4","0.3125","0.266666666666667","0.0458333333333333"
"257","195_1927","11","0.36231884057971","0.241379310344828","0.120939530234883"
"258","195_1928","4","0.225806451612903","0.172413793103448","0.0533926585094549"
"259","195_1929","-2","0.394366197183099","0.376811594202899","0.0175546029802"
"260","195_1931","-3","0.396551724137931","0.363636363636364","0.0329153605015674"
"261","195_1932","15","0.424657534246575","0.275862068965517","0.148795465281058"
"262","195_1934","-8","0.366666666666667","0.269230769230769","0.0974358974358974"
"263","195_1940","-12","0.23728813559322","0.0425531914893617","0.194734944103859"
"264","195_1942","8","0.260869565217391","0.163934426229508","0.0969351389878831"
"265","195_1943","9","0.25","0.135593220338983","0.114406779661017"
"266","195_1944","-6","0.351351351351351","0.294117647058824","0.0572337042925278"
"267","195_1945","-8","0.388059701492537","0.305084745762712","0.0829749557298255"
"268","195_1947","2","0.238805970149254","0.215384615384615","0.0234213547646383"
"269","195_1948","5","0.308823529411765","0.253968253968254","0.0548552754435107"
"270","195_1949","9","0.291666666666667","0.19047619047619","0.101190476190476"
"271","195_1950","-5","0.26984126984127","0.206896551724138","0.0629447181171319"
"272","195_1951","3","0.337837837837838","0.309859154929577","0.0279786829082604"
"273","195_1953","-2","0.328358208955224","0.307692307692308","0.0206659012629162"
"274","195_1954","10","0.25974025974026","0.149253731343284","0.110486528396976"
"275","195_1955","8","0.225352112676056","0.126984126984127","0.0983679856919294"
"276","195_1956","1","0.295774647887324","0.285714285714286","0.0100603621730382"
"277","195_1959","-5","0.296875","0.23728813559322","0.0595868644067797"
"278","195_1960","-8","0.257142857142857","0.161290322580645","0.095852534562212"
"279","195_1995","-6","0.363636363636364","0.309859154929577","0.0537772087067862"
"280","195_1996","1","0.316455696202532","0.307692307692308","0.00876338851022395"
"281","195_1998","-3","0.25","0.219178082191781","0.0308219178082192"
"282","195_1999","1","0.271428571428571","0.260869565217391","0.0105590062111801"
"283","195_20","-4","0.295081967213115","0.245614035087719","0.0494679321253955"
"284","195_2000","22","0.444444444444444","0.23728813559322","0.207156308851224"
"285","195_2002","11","0.4375","0.347826086956522","0.0896739130434783"
"286","195_2003","-4","0.317073170731707","0.282051282051282","0.0350218886804253"
"287","195_2027","5","0.402777777777778","0.358208955223881","0.0445688225538972"
"288","195_2030","-13","0.333333333333333","0.193548387096774","0.139784946236559"
"289","195_2044","-4","0.246575342465753","0.202898550724638","0.0436767917411157"
"290","195_2048","-5","0.408450704225352","0.363636363636364","0.0448143405889885"
"291","195_2050","14","0.388888888888889","0.241379310344828","0.147509578544061"
"292","195_2067","11","0.3","0.169491525423729","0.130508474576271"
"293","195_21","1","0.194029850746269","0.181818181818182","0.0122116689280868"
"294","195_2113","1","0.387755102040816","0.375","0.0127551020408163"
"295","195_2118","3","0.403508771929825","0.37037037037037","0.0331384015594542"
"296","195_2119","9","0.338235294117647","0.23728813559322","0.100947158524427"
"297","195_2125","6","0.373333333333333","0.318840579710145","0.0544927536231884"
"298","195_2127","-8","0.385964912280702","0.285714285714286","0.100250626566416"
"299","195_2138","21","0.434210526315789","0.218181818181818","0.216028708133971"
"300","195_2142","-5","0.309090909090909","0.24","0.0690909090909091"
"301","195_2143","1","0.402985074626866","0.393939393939394","0.00904568068747173"
"302","195_2144","-8","0.486486486486487","0.424242424242424","0.0622440622440623"
"303","195_2147","1","0.515625","0.507936507936508","0.00768849206349206"
"304","195_2225","5","0.381818181818182","0.32","0.0618181818181818"
"305","195_2247","13","0.337837837837838","0.19672131147541","0.141116526362428"
"306","195_2248","11","0.265822784810127","0.147058823529412","0.118763961280715"
"307","195_2250","0","0.305555555555556","0.305555555555556","0"
"308","195_2251","10","0.28125","0.148148148148148","0.133101851851852"
"309","195_2254","8","0.363636363636364","0.275862068965517","0.0877742946708464"
"310","195_2256","17","0.492537313432836","0.32","0.172537313432836"
"311","195_2260","15","0.452054794520548","0.310344827586207","0.141709966934341"
"312","195_2261","6","0.45","0.405405405405405","0.0445945945945946"
"313","195_2308","12","0.461538461538462","0.363636363636364","0.0979020979020979"
"314","195_2319","7","0.5","0.436363636363636","0.0636363636363636"
"315","195_2320","33","0.728813559322034","0.384615384615385","0.344198174706649"
"316","195_2332","4","0.482758620689655","0.444444444444444","0.0383141762452107"
"317","195_2344","8","0.448275862068966","0.36","0.0882758620689655"
"318","195_2346","-1","0.347222222222222","0.338028169014085","0.00919405320813771"
"319","195_2386","2","0.407407407407407","0.384615384615385","0.0227920227920228"
"320","195_2387","-6","0.385964912280702","0.313725490196078","0.0722394220846233"
"321","195_2388","22","0.472727272727273","0.121212121212121","0.351515151515152"
"322","195_240","2","0.368421052631579","0.333333333333333","0.0350877192982456"
"323","195_2436","10","0.432432432432432","0.222222222222222","0.21021021021021"
"324","195_25","15","0.458333333333333","0.315789473684211","0.142543859649123"
"325","195_2507","-13","0.324675324675325","0.1875","0.137175324675325"
"326","195_2509","-14","0.444444444444444","0.328358208955224","0.116086235489221"
"327","195_2548","-14","0.328358208955224","0.150943396226415","0.177414812728809"
"328","195_255","11","0.423728813559322","0.291666666666667","0.132062146892655"
"329","195_2550","-5","0.359375","0.305084745762712","0.0542902542372881"
"330","195_2551","7","0.402777777777778","0.338461538461538","0.0643162393162393"
"331","195_2553","-5","0.430555555555556","0.388059701492537","0.0424958540630182"
"332","195_2556","11","0.323943661971831","0.2","0.123943661971831"
"333","195_2558","-10","0.4","0.314285714285714","0.0857142857142857"
"334","195_2560","-8","0.394366197183099","0.317460317460317","0.0769058797227811"
"335","195_2561","7","0.283783783783784","0.208955223880597","0.0748285599031868"
"336","195_2565","-27","0.364705882352941","0.0689655172413793","0.295740365111562"
"337","195_2567","-2","0.388059701492537","0.369230769230769","0.0188289322617681"
"338","195_2569","2","0.273972602739726","0.253521126760563","0.0204514759791626"
"339","195_2575","-5","0.370967741935484","0.315789473684211","0.0551782682512733"
"340","195_2582","5","0.415384615384615","0.366666666666667","0.0487179487179487"
"341","195_2592","-5","0.397058823529412","0.349206349206349","0.0478524743230626"
"342","195_2616","13","0.291139240506329","0.151515151515152","0.139624088991178"
"343","195_2621","14","0.509090909090909","0.341463414634146","0.167627494456763"
"344","195_2643","9","0.361111111111111","0.148148148148148","0.212962962962963"
"345","195_2703","14","0.352941176470588","0.185185185185185","0.167755991285403"
"346","195_2708","5","0.295774647887324","0.242424242424242","0.0533504054630815"
"347","195_2710","5","0.227272727272727","0.163934426229508","0.0633383010432191"
"348","195_272","0","0.413793103448276","0.413793103448276","0"
"349","195_2724","10","0.333333333333333","0.214285714285714","0.119047619047619"
"350","195_2732","5","0.333333333333333","0.28125","0.0520833333333333"
"351","195_2737","-1","0.333333333333333","0.323529411764706","0.00980392156862745"
"352","195_2739","24","0.461538461538462","0.222222222222222","0.239316239316239"
"353","195_2740","3","0.301204819277108","0.275","0.0262048192771084"
"354","195_2741","2","0.253521126760563","0.231884057971014","0.0216370687895489"
"355","195_2746","19","0.385714285714286","0.156862745098039","0.228851540616246"
"356","195_2751","15","0.46031746031746","0.291666666666667","0.168650793650794"
"357","195_2752","9","0.318181818181818","0.210526315789474","0.107655502392344"
"358","195_2753","4","0.358974358974359","0.324324324324324","0.0346500346500346"
"359","195_2759","15","0.344262295081967","0.130434782608696","0.213827512473272"
"360","195_2769","14","0.365853658536585","0.235294117647059","0.130559540889527"
"361","195_2794","-3","0.381578947368421","0.356164383561644","0.0254145638067772"
"362","195_2805","-3","0.303571428571429","0.264150943396226","0.0394204851752021"
"363","195_2814","-6","0.301369863013699","0.238805970149254","0.0625638928644449"
"364","195_2824","10","0.228571428571429","0.1","0.128571428571429"
"365","195_2832","26","0.388888888888889","0.0434782608695652","0.345410628019324"
"366","195_2833","8","0.305084745762712","0.196078431372549","0.109006314390163"
"367","195_2845","6","0.15","0.0810810810810811","0.0689189189189189"
"368","195_2846","9","0.232876712328767","0.125","0.107876712328767"
"369","195_2937","14","0.454545454545455","0.307692307692308","0.146853146853147"
"370","195_2961","16","0.436363636363636","0.205128205128205","0.231235431235431"
"371","195_2984","-5","0.38","0.311111111111111","0.0688888888888889"
"372","195_2996","-8","0.459016393442623","0.377358490566038","0.0816579028765852"
"373","195_3023","-2","0.333333333333333","0.3125","0.0208333333333333"
"374","195_3024","-7","0.365079365079365","0.285714285714286","0.0793650793650794"
"375","195_3057","9","0.353846153846154","0.25","0.103846153846154"
"376","195_3060","15","0.357142857142857","0.181818181818182","0.175324675324675"
"377","195_3063","9","0.36231884057971","0.266666666666667","0.0956521739130435"
"378","195_3066","8","0.366197183098592","0.285714285714286","0.0804828973843058"
"379","195_31","18","0.354838709677419","0.0909090909090909","0.263929618768328"
"380","195_3103","-6","0.415094339622642","0.340425531914894","0.0746688077077479"
"381","195_3107","-8","0.25974025974026","0.173913043478261","0.0858272162619989"
"382","195_3113","6","0.347826086956522","0.285714285714286","0.062111801242236"
"383","195_3119","0","0.354838709677419","0.354838709677419","0"
"384","195_3172","11","0.373134328358209","0.25","0.123134328358209"
"385","195_3173","3","0.368421052631579","0.333333333333333","0.0350877192982456"
"386","195_3180","14","0.426229508196721","0.25531914893617","0.170910359260551"
"387","195_3181","11","0.34375","0.258823529411765","0.0849264705882353"
"388","195_3188","9","0.319148936170213","0.157894736842105","0.161254199328108"
"389","195_32","-8","0.338461538461538","0.245614035087719","0.0928475033738192"
"390","195_3203","-3","0.352112676056338","0.323529411764706","0.0285832642916321"
"391","195_3216","8","0.351351351351351","0.272727272727273","0.0786240786240786"
"392","195_3220","4","0.333333333333333","0.294117647058824","0.0392156862745098"
"393","195_3244","9","0.378787878787879","0.280701754385965","0.0980861244019139"
"394","195_3353","2","0.337662337662338","0.32","0.0176623376623377"
"395","195_3360","-19","0.58695652173913","0.296296296296296","0.290660225442834"
"396","195_3361","-3","0.426470588235294","0.4","0.0264705882352941"
"397","195_3363","9","0.475409836065574","0.384615384615385","0.0907944514501892"
"398","195_3370","-11","0.403508771929825","0.260869565217391","0.142639206712433"
"399","195_3392","-18","0.441558441558442","0.271186440677966","0.170372000880475"
"400","195_34","1","0.283582089552239","0.272727272727273","0.0108548168249661"
"401","195_3476","12","0.463768115942029","0.350877192982456","0.112890922959573"
"402","195_3480","15","0.373134328358209","0.192307692307692","0.180826636050517"
"403","195_3492","21","0.436619718309859","0.2","0.236619718309859"
"404","195_3505","23","0.411111111111111","0.208955223880597","0.202155887230514"
"405","195_3506","14","0.361111111111111","0.206896551724138","0.154214559386973"
"406","195_3508","8","0.358974358974359","0.285714285714286","0.0732600732600733"
"407","195_3509","8","0.307692307692308","0.228571428571429","0.0791208791208791"
"408","195_3511","1","0.352272727272727","0.344827586206897","0.00744514106583072"
"409","195_3517","7","0.367647058823529","0.295081967213115","0.0725650916104147"
"410","195_3519","29","0.458333333333333","0.0930232558139535","0.36531007751938"
"411","195_3524","28","0.450704225352113","0.0930232558139535","0.357680969538159"
"412","195_3534","18","0.424242424242424","0.208333333333333","0.215909090909091"
"413","195_3539","23","0.472972972972973","0.235294117647059","0.237678855325914"
"414","195_3542","21","0.515625","0.27906976744186","0.23655523255814"
"415","195_3546","-4","0.380952380952381","0.338983050847458","0.0419693301049233"
"416","195_3553","0","0.305555555555556","0.305555555555556","0"
"417","195_3554","-1","0.368421052631579","0.357142857142857","0.0112781954887218"
